4,0.015,0.26,1400.520125,13.321401421119358,8000,5,6,1368.902875,12.371460242329228,0.023096781062717845
4,0.0148,0.26,1403.259,12.858080318901065,8000,6,6,1401.224,12.716022077439714,0.0014523017019406476
4,0.014599999999999998,0.26,1421.689,13.245579407168414,8000,5,9,1410.27225,12.669513911170206,0.008095422710047718
4,0.0144,0.26,1489.228625,13.91099403624111,8000,5,6,1434.261,13.11026221421756,0.0383247017104976
4,0.0142,0.26,1449.41425,13.364741735339434,8000,6,6,1444.2345,13.287189850208478,0.003586502053510017
4,0.013999999999999999,0.26,1458.614,13.587061553393617,8000,8,8,1472.18475,13.64338758172866,-0.00921810255132711
4,0.0138,0.26,1506.902375,13.960864594620334,8000,6,6,1502.9895,13.785067256904425,0.0026033947675615735
4,0.013600000000000001,0.26,1534.05,14.300647588140196,8000,5,7,1511.08125,14.048133070764294,0.015200208460001738
4,0.013399999999999999,0.26,1577.557,14.929351703495394,8000,5,6,1560.03175,14.18388061635142,0.011233905976593048
4,0.0132,0.26,1598.390875,14.995824213908637,8000,5,6,1572.985,14.381525203982159,0.01615137779444823
4,0.013000000000000001,0.26,1632.780875,15.42054462926771,8000,5,6,1599.833375,14.317433387787784,0.02059433220662745
4,0.012799999999999999,0.26,1643.303875,15.312924374478095,8000,5,6,1610.871125,14.663410210943637,0.02013367146301053
4,0.0126,0.26,1646.137125,15.171145032236868,8000,7,7,1640.186625,14.751991144371125,0.003627940814356976
4,0.0124,0.26,1677.264125,15.348968506455071,8000,9,11,1663.938625,15.232483281646148,0.00800840836301875
4,0.012199999999999999,0.26,1678.812375,15.883364285404408,8000,7,7,1689.6975,15.372983870360157,-0.006442055456671988
4,0.012,0.26,1721.96275,15.883531637319011,8000,6,8,1728.379375,15.71529763192249,-0.003712509587196426
4,0.0118,0.26,1752.732,16.34374918188648,8000,7,7,1766.92375,16.107083061733643,-0.008031897245141426
4,0.0116,0.26,1802.459125,16.7876923292891,8000,5,8,1773.699375,16.624891975336265,0.01621455721604467
4,0.0114,0.26,1834.01725,16.893580509748656,8000,6,7,1804.87,16.55270243818969,0.01614922404383707
4,0.0112,0.26,1912.03975,17.97773316341507,8000,4,5,1874.84375,17.121361338252328,0.01983951995999662
4,0.011,0.26,1881.66075,17.44532515471262,8000,8,9,1846.123625,16.903798990582608,0.01924959115346355
4,0.0108,0.26,1947.373125,18.081905571288054,8000,6,9,1937.52575,17.714997020379265,0.005082448581651138
4,0.010599999999999998,0.26,1958.277875,18.378950290428254,8000,5,5,1973.891375,18.271957061951802,-0.00791000973901106
4,0.0104,0.26,2000.161625,18.799250774904756,8000,5,8,1951.087375,18.151262986665078,0.02515225644366639
4,0.0102,0.26,2056.33175,18.698661975531877,8000,9,10,2016.593,18.47379398859819,0.019705885124068047
4,0.009999999999999998,0.26,2103.587,19.260897751705404,8000,5,8,2065.791125,18.70978909289244,0.018296077731479166
4,0.0098,0.26,2133.709375,19.720061691698742,8000,5,5,2122.537125,19.369244661351942,0.005263629958887093
